,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,filename,group,sex,MM:DD:YYYY hh:mm:ss,RelativeTime,Errors,Mouse,MotorTurns,RelativeTime2,Retrieval_Time_filt,count,Retrieval_Time_filt_count,Retrieval_Time_filt_sum,Retrieval_Time_filt_percent,Errors_binned,Successes_binned,NewRT,active_bias,active_bias_percent
8.0,13.0,9.0,13.0,19.0,ZAN_FED010_061119_01.CSV,G,m,2019-06-12 11:36:26,0 days 11:57:23,0.0,NaN,NaN,43043.0,4.0,843.0,1.0,617.0,0.7319098457888493,0.0,3.0,12.0,1.0,100.0
0.0,3.0,7.0,3.0,135.0,ZAN_FED011_061119_02.CSV,G,m,2019-06-11 17:39:57,0 days 00:42:28,6.0,NaN,NaN,2548.0,7.0,1402.0,1.0,1012.0,0.7221428571428572,7.0,3.0,4.0,0.3,30.0
4.0,8.0,24.0,7.0,325.0,ZAN_FED011_061119_02.CSV,G,m,2019-06-11 23:39:54,0 days 06:42:25,10.0,NaN,NaN,24145.0,NaN,1406.0,0.0,1012.0,0.7213114754098361,17.0,5.0,8.0,0.22727272727272727,22.727272727272727
8.0,15.0,36.0,13.0,605.0,ZAN_FED011_061119_02.CSV,G,m,2019-06-12 04:03:06,0 days 11:05:37,5.0,NaN,NaN,39937.0,4.0,1412.0,1.0,1016.0,0.7200566973777462,12.0,7.0,12.0,0.3684210526315789,36.84210526315789
0.0,31.0,15.0,31.0,29.0,ZAN_FED011_081819_00.CSV,G,m,2019-08-18 13:39:36,0 days 03:50:03,4.0,NaN,NaN,13803.0,10.0,1643.0,1.0,1197.0,0.728823887873248,15.0,31.0,4.0,0.6739130434782609,67.3913043478261
4.0,50.0,35.0,50.0,390.0,ZAN_FED011_081819_00.CSV,G,m,2019-08-18 17:39:50,0 days 07:50:17,8.0,NaN,NaN,28217.0,8.0,1662.0,1.0,1213.0,0.7302829620710415,20.0,19.0,8.0,0.48717948717948717,48.717948717948715
8.0,52.0,36.0,52.0,16.0,ZAN_FED011_081819_00.CSV,G,m,2019-08-18 18:17:25,0 days 08:27:52,1.0,NaN,NaN,30472.0,2.0,1664.0,1.0,1214.0,0.7300060132291041,1.0,2.0,12.0,0.6666666666666666,66.66666666666666
0.0,32.0,47.0,32.0,22.0,ZAN_FED011_101119_00.CSV,G,m,2019-10-11 19:15:47,0 days 03:06:41,23.0,NaN,NaN,11201.0,10.0,1275.0,1.0,916.0,0.7191188040912667,47.0,32.0,4.0,0.4050632911392405,40.50632911392405
4.0,52.0,50.0,52.0,225.0,ZAN_FED011_101119_00.CSV,G,m,2019-10-11 22:57:04,0 days 06:47:58,1.0,NaN,NaN,24478.0,3.0,1295.0,1.0,934.0,0.7217928902627512,3.0,20.0,8.0,0.8695652173913043,86.95652173913044
8.0,62.0,55.0,62.0,2.0,ZAN_FED011_101119_00.CSV,G,m,2019-10-12 03:28:36,0 days 11:19:30,3.0,NaN,NaN,40770.0,2.0,1305.0,1.0,944.0,0.7233716475095785,5.0,10.0,12.0,0.6666666666666666,66.66666666666666
12.0,67.0,60.0,67.0,138.0,ZAN_FED011_101119_00.CSV,G,m,2019-10-12 07:43:19,0 days 15:34:13,4.0,NaN,NaN,56053.0,2.0,1310.0,1.0,947.0,0.7237949502677888,5.0,5.0,16.0,0.5,50.0
16.0,71.0,64.0,71.0,5.0,ZAN_FED011_101119_00.CSV,G,m,2019-10-12 10:08:19,0 days 17:59:13,4.0,NaN,NaN,64753.0,5.0,1314.0,1.0,951.0,0.723744292237443,4.0,4.0,20.0,0.5,50.0
0.0,1.0,1.0,1.0,2850.0,ZAN_FED014_011720_00.CSV,G,m,2020-01-17 14:21:33,0 days 00:00:00,NaN,NaN,NaN,0.0,NaN,1665.0,0.0,1214.0,0.7291291291291291,1.0,1.0,4.0,0.5,50.0
4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0,NaN,NaN
8.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.0,NaN,NaN
12.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
16.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.0,NaN,NaN
20.0,12.0,13.0,12.0,78.0,ZAN_FED014_011720_00.CSV,G,m,2020-01-18 14:20:20,0 days 23:58:47,8.0,NaN,NaN,86327.0,6.0,1676.0,1.0,1220.0,0.7290167865707434,NaN,NaN,24.0,NaN,NaN
24.0,25.0,19.0,25.0,44.0,ZAN_FED014_011720_00.CSV,G,m,2020-01-18 16:07:06,1 days 01:45:33,3.0,NaN,NaN,92733.0,7.0,1689.0,1.0,1231.0,0.7288336293664891,6.0,13.0,28.0,0.6842105263157895,68.42105263157895
0.0,20.0,14.0,20.0,137.0,ZAN_FED014_081819_00.CSV,G,m,2019-08-18 13:44:55,0 days 03:54:38,6.0,NaN,NaN,14078.0,3.0,2344.0,1.0,1664.0,0.7110347788750536,14.0,20.0,4.0,0.5882352941176471,58.82352941176471
4.0,42.0,35.0,42.0,35.0,ZAN_FED014_081819_00.CSV,G,m,2019-08-18 17:46:04,0 days 07:55:47,16.0,NaN,NaN,28547.0,2.0,2366.0,1.0,1671.0,0.7095948827292111,21.0,22.0,8.0,0.5116279069767442,51.162790697674424
8.0,46.0,35.0,46.0,19.0,ZAN_FED014_081819_00.CSV,G,m,2019-08-18 18:12:44,0 days 08:22:27,0.0,NaN,NaN,30147.0,1.0,2370.0,1.0,1673.0,0.70595690747782,0.0,4.0,12.0,1.0,100.0
0.0,47.0,52.0,47.0,255.0,ZAN_FED014_101119_00.CSV,G,m,2019-10-11 19:49:26,0 days 03:52:30,12.0,NaN,NaN,13950.0,10.0,225.0,1.0,163.0,0.7407407407407407,52.0,47.0,4.0,0.47474747474747475,47.474747474747474
4.0,64.0,71.0,64.0,294.0,ZAN_FED014_101119_00.CSV,G,m,2019-10-11 22:14:33,0 days 06:17:37,9.0,NaN,NaN,22657.0,7.0,242.0,1.0,175.0,0.7292576419213974,19.0,17.0,8.0,0.4722222222222222,47.22222222222222
8.0,72.0,77.0,72.0,23.0,ZAN_FED014_101119_00.CSV,G,m,2019-10-12 03:39:03,0 days 11:42:07,5.0,NaN,NaN,42127.0,3.0,250.0,1.0,182.0,0.7309236947791165,6.0,8.0,12.0,0.5714285714285714,57.14285714285714
12.0,78.0,77.0,78.0,236.0,ZAN_FED014_101119_00.CSV,G,m,2019-10-12 06:13:27,0 days 14:16:31,0.0,NaN,NaN,51391.0,2.0,256.0,1.0,186.0,0.7312252964426877,0.0,6.0,16.0,1.0,100.0
16.0,85.0,78.0,85.0,23.0,ZAN_FED014_101119_00.CSV,G,m,2019-10-12 10:03:55,0 days 18:06:59,1.0,NaN,NaN,65219.0,8.0,263.0,1.0,191.0,0.7286821705426356,1.0,7.0,20.0,0.875,87.5
0.0,20.0,22.0,20.0,55.0,ZAN_FED015_081819_00.CSV,G,m,2019-08-18 13:21:15,0 days 03:09:13,7.0,NaN,NaN,11353.0,7.0,503.0,1.0,375.0,0.7455268389662028,22.0,20.0,4.0,0.47619047619047616,47.61904761904761
4.0,39.0,54.0,39.0,230.0,ZAN_FED015_081819_00.CSV,G,m,2019-08-18 17:55:47,0 days 07:43:45,11.0,NaN,NaN,27825.0,10.0,522.0,1.0,391.0,0.7504798464491362,32.0,19.0,8.0,0.37254901960784315,37.254901960784316
8.0,41.0,56.0,41.0,403.0,ZAN_FED015_081819_00.CSV,G,m,2019-08-18 18:48:11,0 days 08:36:09,2.0,NaN,NaN,30969.0,2.0,524.0,1.0,392.0,0.7495219885277247,2.0,2.0,12.0,0.5,50.0
0.0,39.0,21.0,39.0,226.0,ZAN_FED015_101119_00.CSV,G,m,2019-10-11 19:16:15,0 days 03:47:57,11.0,NaN,NaN,13677.0,8.0,1769.0,1.0,1289.0,0.7295918367346939,21.0,39.0,4.0,0.65,65.0
4.0,42.0,21.0,42.0,2.0,ZAN_FED015_101119_00.CSV,G,m,2019-10-11 21:46:30,0 days 06:18:12,0.0,NaN,NaN,22692.0,2.0,1772.0,1.0,1292.0,0.7291196388261851,0.0,3.0,8.0,1.0,100.0
8.0,45.0,24.0,45.0,48.0,ZAN_FED015_101119_00.CSV,G,m,2019-10-12 00:53:36,0 days 09:25:18,2.0,NaN,NaN,33918.0,1.0,1775.0,1.0,1293.0,0.7287084038353074,3.0,3.0,12.0,0.5,50.0
12.0,51.0,26.0,51.0,3.0,ZAN_FED015_101119_00.CSV,G,m,2019-10-12 06:30:39,0 days 15:02:21,2.0,NaN,NaN,54141.0,3.0,1781.0,1.0,1299.0,0.729365524985963,2.0,6.0,16.0,0.75,75.0
16.0,57.0,30.0,57.0,2.0,ZAN_FED015_101119_00.CSV,G,m,2019-10-12 08:26:42,0 days 16:58:24,3.0,NaN,NaN,61104.0,2.0,1787.0,1.0,1305.0,0.7302742025741467,4.0,6.0,20.0,0.6,60.0
0.0,13.0,23.0,13.0,150.0,ZAN_FED016_072619_00.CSV,G,m,2019-07-26 12:13:38,0 days 01:07:45,7.0,NaN,NaN,4065.0,7.0,639.0,1.0,471.0,0.7370892018779343,23.0,13.0,4.0,0.3611111111111111,36.11111111111111
4.0,31.0,46.0,31.0,136.0,ZAN_FED016_072619_00.CSV,G,m,2019-07-26 18:03:16,0 days 06:57:23,12.0,NaN,NaN,25043.0,10.0,657.0,1.0,487.0,0.741248097412481,23.0,18.0,8.0,0.43902439024390244,43.90243902439025
0.0,34.0,31.0,34.0,81.0,ZAN_FED016_101119_00.CSV,G,m,2019-10-11 19:41:06,0 days 03:53:25,8.0,NaN,NaN,14005.0,5.0,2044.0,1.0,1471.0,0.7212389380530974,31.0,34.0,4.0,0.5230769230769231,52.307692307692314
4.0,39.0,32.0,39.0,51.0,ZAN_FED016_101119_00.CSV,G,m,2019-10-11 22:27:37,0 days 06:39:56,1.0,NaN,NaN,23996.0,4.0,2049.0,1.0,1473.0,0.7198044009779951,1.0,5.0,8.0,0.8333333333333334,83.33333333333334
8.0,44.0,40.0,44.0,48.0,ZAN_FED016_101119_00.CSV,G,m,2019-10-12 01:35:04,0 days 09:47:23,8.0,NaN,NaN,35243.0,4.0,2054.0,1.0,1477.0,0.7194349732099367,8.0,5.0,12.0,0.38461538461538464,38.46153846153847
12.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
16.0,46.0,47.0,46.0,49.0,ZAN_FED016_101119_00.CSV,G,m,2019-10-12 10:08:30,0 days 18:20:49,7.0,NaN,NaN,66049.0,6.0,2056.0,1.0,1478.0,0.7188715953307393,NaN,NaN,20.0,NaN,NaN
0.0,18.0,38.0,18.0,65.0,ZAN_FED017_081819_01.CSV,G,m,2019-08-18 13:19:32,0 days 03:28:09,12.0,NaN,NaN,12489.0,5.0,368.0,1.0,271.0,0.7403314917127072,38.0,18.0,4.0,0.32142857142857145,32.142857142857146
4.0,47.0,41.0,47.0,113.0,ZAN_FED017_081819_01.CSV,G,m,2019-08-18 17:33:59,0 days 07:42:36,2.0,NaN,NaN,27756.0,8.0,397.0,1.0,293.0,0.7380352644836272,3.0,29.0,8.0,0.90625,90.625
8.0,48.0,43.0,48.0,2.0,ZAN_FED017_081819_01.CSV,G,m,2019-08-18 18:51:54,0 days 09:00:31,2.0,NaN,NaN,32431.0,2.0,398.0,1.0,294.0,0.7386934673366834,2.0,1.0,12.0,0.3333333333333333,33.33333333333333
0.0,20.0,6.0,20.0,565.0,ZAN_FED020_081819_00.CSV,G,m,2019-08-18 12:47:10,0 days 02:58:27,6.0,NaN,NaN,10707.0,9.0,677.0,1.0,501.0,0.7421758569299552,6.0,20.0,4.0,0.7692307692307693,76.92307692307693
4.0,38.0,15.0,38.0,26.0,ZAN_FED020_081819_00.CSV,G,m,2019-08-18 17:48:24,0 days 07:59:41,4.0,NaN,NaN,28781.0,8.0,695.0,1.0,518.0,0.7456647398843931,9.0,18.0,8.0,0.6666666666666666,66.66666666666666
8.0,41.0,23.0,41.0,6.0,ZAN_FED020_081819_00.CSV,G,m,2019-08-18 18:32:22,0 days 08:43:39,8.0,NaN,NaN,31419.0,6.0,698.0,1.0,521.0,0.7464183381088825,8.0,3.0,12.0,0.2727272727272727,27.27272727272727
0.0,20.0,54.0,20.0,74.0,ZAN_FED021_011820_00.CSV,G,m,2020-01-18 13:03:29,0 days 03:06:12,11.0,NaN,NaN,11172.0,6.0,1709.0,1.0,1244.0,0.7294743059657413,54.0,20.0,4.0,0.2702702702702703,27.027027027027028
4.0,27.0,56.0,27.0,712.0,ZAN_FED021_011820_00.CSV,G,m,2020-01-18 14:48:30,0 days 04:51:13,1.0,NaN,NaN,17473.0,3.0,1716.0,1.0,1247.0,0.7275379229871646,2.0,7.0,8.0,0.7777777777777778,77.77777777777779
0.0,39.0,47.0,39.0,125.0,ZAN_FED021_101119_00.CSV,G,m,2019-10-11 19:57:15,0 days 03:58:08,19.0,NaN,NaN,14288.0,3.0,2290.0,1.0,1634.0,0.7149200710479574,47.0,39.0,4.0,0.45348837209302323,45.348837209302324
4.0,56.0,65.0,56.0,4052.0,ZAN_FED021_101119_00.CSV,G,m,2019-10-11 22:20:04,0 days 06:20:57,6.0,NaN,NaN,22857.0,4.0,2307.0,1.0,1645.0,0.7135393992163692,18.0,17.0,8.0,0.4857142857142857,48.57142857142857
8.0,65.0,71.0,65.0,74.0,ZAN_FED021_101119_00.CSV,G,m,2019-10-12 02:45:19,0 days 10:46:12,6.0,NaN,NaN,38772.0,2.0,2316.0,1.0,1649.0,0.71280276816609,6.0,9.0,12.0,0.6,60.0
12.0,69.0,78.0,69.0,67.0,ZAN_FED021_101119_00.CSV,G,m,2019-10-12 05:40:06,0 days 13:40:59,6.0,NaN,NaN,49259.0,2.0,2320.0,1.0,1651.0,0.7116961588260682,7.0,4.0,16.0,0.36363636363636365,36.36363636363637
16.0,73.0,81.0,73.0,55.0,ZAN_FED021_101119_00.CSV,G,m,2019-10-12 09:47:06,0 days 17:47:59,2.0,NaN,NaN,64079.0,2.0,2324.0,1.0,1653.0,0.7115798536375376,3.0,4.0,20.0,0.5714285714285714,57.14285714285714
0.0,18.0,38.0,18.0,211.0,ZAN_FED022_011720_00.CSV,G,m,2020-01-18 13:26:50,0 days 03:31:23,10.0,NaN,NaN,12683.0,7.0,861.0,1.0,628.0,0.731042654028436,38.0,18.0,4.0,0.32142857142857145,32.142857142857146
4.0,19.0,39.0,19.0,3.0,ZAN_FED022_011720_00.CSV,G,m,2020-01-18 14:15:57,0 days 04:20:30,1.0,NaN,NaN,15630.0,3.0,862.0,1.0,629.0,0.7296983758700696,1.0,1.0,8.0,0.5,50.0
0.0,8.0,59.0,8.0,133.0,ZAN_FED022_081819_00.CSV,G,m,2019-08-18 13:14:41,0 days 02:00:23,9.0,NaN,NaN,7223.0,3.0,1895.0,1.0,1364.0,0.7205493924986793,59.0,8.0,4.0,0.11940298507462686,11.940298507462686
4.0,19.0,65.0,12.0,12.0,ZAN_FED022_081819_00.CSV,G,m,2019-08-18 18:49:05,0 days 07:34:47,5.0,NaN,NaN,27287.0,2.0,1899.0,1.0,1367.0,0.720231822971549,6.0,11.0,8.0,0.6470588235294118,64.70588235294117
0.0,19.0,32.0,19.0,167.0,ZAN_FED024_011720_00.CSV,G,m,2020-01-18 13:48:03,0 days 03:55:43,9.0,NaN,NaN,14143.0,8.0,144.0,1.0,99.0,0.7,32.0,19.0,4.0,0.37254901960784315,37.254901960784316
4.0,27.0,35.0,27.0,23.0,ZAN_FED024_011720_00.CSV,G,m,2020-01-18 16:21:27,0 days 06:29:07,1.0,NaN,NaN,23347.0,3.0,152.0,1.0,104.0,0.6959459459459459,3.0,8.0,8.0,0.7272727272727273,72.72727272727273
0.0,29.0,19.0,29.0,812.0,ZAN_FED024_100819_00.CSV,G,m,2019-10-08 12:03:58,0 days 03:51:06,6.0,NaN,NaN,13866.0,10.0,1858.0,1.0,1347.0,0.7273718647764449,19.0,29.0,4.0,0.6041666666666666,60.416666666666664
4.0,52.0,29.0,52.0,550.0,ZAN_FED024_100819_00.CSV,G,m,2019-10-08 15:21:31,0 days 07:08:39,5.0,NaN,NaN,25719.0,2.0,1881.0,1.0,1355.0,0.7245831091984938,10.0,23.0,8.0,0.696969696969697,69.6969696969697
8.0,58.0,32.0,58.0,232.0,ZAN_FED024_100819_00.CSV,G,m,2019-10-08 17:09:20,0 days 08:56:28,2.0,NaN,NaN,32188.0,2.0,1887.0,1.0,1359.0,0.7201907790143084,3.0,6.0,12.0,0.6666666666666666,66.66666666666666
0.0,22.0,9.0,22.0,113.0,ZAN_FED025_081819_00.CSV,G,m,2019-08-18 13:31:16,0 days 03:53:08,2.0,NaN,NaN,13988.0,9.0,1216.0,1.0,877.0,0.7212171052631579,9.0,22.0,4.0,0.7096774193548387,70.96774193548387
4.0,47.0,16.0,47.0,86.0,ZAN_FED025_081819_00.CSV,G,m,2019-08-18 17:34:43,0 days 07:56:35,3.0,NaN,NaN,28595.0,5.0,1241.0,1.0,891.0,0.7215397215397216,7.0,25.0,8.0,0.78125,78.125
8.0,49.0,20.0,49.0,1096.0,ZAN_FED025_081819_00.CSV,G,m,2019-08-18 18:40:00,0 days 09:01:52,2.0,NaN,NaN,32512.0,NaN,1243.0,0.0,891.0,0.717391304347826,4.0,2.0,12.0,0.3333333333333333,33.33333333333333
0.0,26.0,3.0,26.0,119.0,ZAN_FED025_100819_00.CSV,G,m,2019-10-08 12:01:28,0 days 03:56:14,1.0,NaN,NaN,14174.0,10.0,1500.0,1.0,1079.0,0.7227118644067797,3.0,26.0,4.0,0.896551724137931,89.65517241379311
4.0,51.0,5.0,51.0,252.0,ZAN_FED025_100819_00.CSV,G,m,2019-10-08 15:38:40,0 days 07:33:26,1.0,NaN,NaN,27206.0,10.0,1525.0,1.0,1098.0,0.72,2.0,25.0,8.0,0.9259259259259259,92.5925925925926
8.0,52.0,5.0,52.0,1072.0,ZAN_FED025_100819_00.CSV,G,m,2019-10-08 17:02:27,0 days 08:57:13,0.0,NaN,NaN,32233.0,NaN,1526.0,0.0,1098.0,0.7195281782437746,0.0,1.0,12.0,1.0,100.0
0.0,21.0,3.0,21.0,557.0,ZAN_FED026_100819_00.CSV,G,m,2019-10-08 12:02:59,0 days 03:52:34,1.0,NaN,NaN,13954.0,9.0,1335.0,1.0,966.0,0.7244744744744744,3.0,21.0,4.0,0.875,87.5
4.0,33.0,4.0,33.0,335.0,ZAN_FED026_100819_00.CSV,G,m,2019-10-08 15:57:10,0 days 07:46:45,1.0,NaN,NaN,28005.0,4.0,1347.0,1.0,972.0,0.7240865026099925,1.0,12.0,8.0,0.9230769230769231,92.3076923076923
8.0,35.0,4.0,35.0,247.0,ZAN_FED026_100819_00.CSV,G,m,2019-10-08 16:11:19,0 days 08:00:54,0.0,NaN,NaN,28854.0,2.0,1349.0,1.0,973.0,0.7212750185322461,0.0,2.0,12.0,1.0,100.0
0.0,24.0,34.0,24.0,1651.0,ZAN_FED027_072619_01.CSV,G,m,2019-07-26 14:46:22,0 days 03:56:16,7.0,NaN,NaN,14176.0,9.0,1811.0,1.0,1322.0,0.7314507198228128,34.0,24.0,4.0,0.41379310344827586,41.37931034482759
4.0,42.0,181.0,42.0,459.0,ZAN_FED027_072619_01.CSV,G,m,2019-07-26 18:24:12,0 days 07:34:06,89.0,NaN,NaN,27246.0,6.0,1829.0,1.0,1331.0,0.7295805739514348,147.0,18.0,8.0,0.10909090909090909,10.909090909090908
0.0,24.0,83.0,24.0,80.0,ZAN_FED027_101119_00.CSV,G,m,2019-10-11 19:54:03,0 days 03:53:02,25.0,NaN,NaN,13982.0,10.0,2247.0,1.0,1606.0,0.7155017921146953,83.0,24.0,4.0,0.22429906542056074,22.429906542056074
4.0,28.0,83.0,28.0,8.0,ZAN_FED027_101119_00.CSV,G,m,2019-10-11 21:17:47,0 days 05:16:46,0.0,NaN,NaN,19006.0,8.0,2251.0,1.0,1610.0,0.715237672145713,0.0,4.0,8.0,1.0,100.0
0.0,27.0,33.0,27.0,46.0,ZAN_FED028_011720_02.CSV,G,m,2020-01-18 13:40:39,0 days 03:38:08,10.0,NaN,NaN,13088.0,10.0,1598.0,1.0,1160.0,0.7259073842302879,33.0,27.0,4.0,0.45,45.0
4.0,41.0,35.0,41.0,492.0,ZAN_FED028_011720_02.CSV,G,m,2020-01-18 16:09:53,0 days 06:07:22,1.0,NaN,NaN,22042.0,9.0,1612.0,1.0,1171.0,0.7268777157045313,2.0,14.0,8.0,0.875,87.5
0.0,29.0,82.0,29.0,44.0,ZAN_FED028_101119_00.CSV,G,m,2019-10-11 19:55:39,0 days 03:44:32,53.0,NaN,NaN,13472.0,10.0,943.0,1.0,683.0,0.7242841993637328,82.0,29.0,4.0,0.26126126126126126,26.126126126126124
4.0,39.0,113.0,39.0,12.0,ZAN_FED028_101119_00.CSV,G,m,2019-10-12 00:01:07,0 days 07:50:00,20.0,NaN,NaN,28200.0,7.0,953.0,1.0,692.0,0.7261280167890871,31.0,10.0,8.0,0.24390243902439024,24.390243902439025
8.0,44.0,118.0,44.0,12.0,ZAN_FED028_101119_00.CSV,G,m,2019-10-12 04:05:43,0 days 11:54:36,4.0,NaN,NaN,42876.0,2.0,958.0,1.0,696.0,0.7265135699373695,5.0,5.0,12.0,0.5,50.0
12.0,45.0,122.0,45.0,1.0,ZAN_FED028_101119_00.CSV,G,m,2019-10-12 07:09:25,0 days 14:58:18,4.0,NaN,NaN,53898.0,1.0,959.0,1.0,697.0,0.7267987486965589,4.0,1.0,16.0,0.2,20.0
16.0,50.0,124.0,50.0,17.0,ZAN_FED028_101119_00.CSV,G,m,2019-10-12 10:01:09,0 days 17:50:02,1.0,NaN,NaN,64202.0,5.0,964.0,1.0,701.0,0.7273673257023934,2.0,5.0,20.0,0.7142857142857143,71.42857142857143
0.0,22.0,38.0,22.0,124.0,ZAN_FED029_011720_01.CSV,G,m,2020-01-18 13:53:07,0 days 03:57:06,8.0,NaN,NaN,14226.0,8.0,121.0,1.0,83.0,0.6916666666666667,38.0,22.0,4.0,0.36666666666666664,36.666666666666664
4.0,26.0,56.0,26.0,5.0,ZAN_FED029_011720_01.CSV,G,m,2020-01-18 14:51:59,0 days 04:55:58,18.0,NaN,NaN,17758.0,5.0,125.0,1.0,87.0,0.696,18.0,4.0,8.0,0.18181818181818182,18.181818181818183
0.0,28.0,22.0,28.0,440.0,ZAN_FED029_072619_00.CSV,G,m,2019-07-26 14:37:57,0 days 03:36:52,7.0,NaN,NaN,13012.0,10.0,1395.0,1.0,1007.0,0.7241630276564774,22.0,28.0,4.0,0.56,56.00000000000001
4.0,32.0,31.0,32.0,120.0,ZAN_FED029_072619_00.CSV,G,m,2019-07-26 16:43:07,0 days 05:42:02,9.0,NaN,NaN,20522.0,3.0,1399.0,1.0,1010.0,0.7219442458899213,9.0,4.0,8.0,0.3076923076923077,30.76923076923077
0.0,15.0,43.0,15.0,106.0,ZAN_FED033_011720_00.CSV,G,m,2020-01-18 13:41:27,0 days 03:39:06,17.0,NaN,NaN,13146.0,9.0,2139.0,1.0,1538.0,0.7195294117647059,43.0,15.0,4.0,0.25862068965517243,25.862068965517242
4.0,24.0,46.0,24.0,46.0,ZAN_FED033_011720_00.CSV,G,m,2020-01-18 15:55:23,0 days 05:53:02,2.0,NaN,NaN,21182.0,2.0,2148.0,1.0,1545.0,0.719608756404285,3.0,9.0,8.0,0.75,75.0
0.0,1.0,0.0,1.0,6.0,ZAN_FED033_101119_00.CSV,G,m,2019-10-12 10:08:16,0 days 00:00:00,NaN,NaN,NaN,0.0,6.0,739.0,1.0,557.0,0.7537212449255751,0.0,1.0,4.0,1.0,100.0
0.0,27.0,57.0,27.0,718.0,ZAN_FED099_072619_00.CSV,G,m,2019-07-26 14:55:08,0 days 03:50:54,19.0,NaN,NaN,13854.0,9.0,76.0,1.0,49.0,0.7,57.0,27.0,4.0,0.32142857142857145,32.142857142857146
4.0,50.0,105.0,50.0,851.0,ZAN_FED099_072619_00.CSV,G,m,2019-07-26 18:03:05,0 days 06:58:51,11.0,NaN,NaN,25131.0,6.0,99.0,1.0,66.0,0.6813186813186813,48.0,23.0,8.0,0.323943661971831,32.3943661971831
0.0,0.0,0.0,0.0,299.0,AMY_2M_FR1_chow_CvS.CSV,A,m,2020-01-28 18:57:00,0 days 03:58:00,1.0,NaN,NaN,14280.0,NaN,12811.0,0.0,5474.0,0.4273891317926296,2.0,1.0,0.0,0.3333333333333333,33.33333333333333
0.0,0.0,0.0,0.0,NaN,AMY_2M_FR1_sucrose_CvS.CSV,A,m,2020-01-28 23:09:44,0 days 03:03:01,1.0,NaN,NaN,10981.0,NaN,13568.0,0.0,5681.0,0.4187366403773863,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,NaN,AMY_3F_FR1_chow_CvS.CSV,A,m,2020-02-21 20:36:30,0 days 03:55:07,1.0,NaN,NaN,14107.0,NaN,13968.0,0.0,5764.0,0.412834837415843,7.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,135.0,AMY_3F_FR1_sucrose_CvS.CSV,A,m,2020-02-21 20:15:14,0 days 03:58:21,1.0,NaN,NaN,14301.0,9.0,13202.0,1.0,5627.0,0.4263205967422743,10.0,29.0,0.0,0.7435897435897436,74.35897435897436
0.0,0.0,0.0,0.0,1509.0,AMY_4F_FR1_chow_CvS.CSV,A,m,2020-02-21 20:13:39,0 days 03:42:26,1.0,NaN,NaN,13346.0,9.0,13914.0,1.0,5746.0,0.41334582402536574,8.0,15.0,0.0,0.6521739130434783,65.21739130434783
0.0,0.0,0.0,0.0,NaN,AMY_4F_FR1_sucrose_CvS.CSV,A,m,2020-02-21 20:06:00,0 days 03:46:00,1.0,NaN,NaN,13560.0,NaN,13644.0,0.0,5681.0,0.41839740757107086,7.0,30.0,0.0,0.8108108108108109,81.08108108108108
0.0,0.0,0.0,0.0,9.0,AMY_4M_FR1_chow_CvS.CSV,A,m,2020-02-21 19:11:00,0 days 02:45:00,1.0,NaN,NaN,9900.0,9.0,12404.0,1.0,5327.0,0.4294716432380029,4.0,13.0,0.0,0.7647058823529411,76.47058823529412
0.0,0.0,0.0,0.0,8.0,AMY_4M_FR1_sucrose_CvS.CSV,A,m,2020-02-21 20:30:00,0 days 03:48:00,1.0,NaN,NaN,13680.0,8.0,14125.0,1.0,5820.0,0.4120353982300885,5.0,19.0,0.0,0.7916666666666666,79.16666666666666
0.0,0.0,0.0,0.0,10.0,AMY_5M_FR1_chow_CvS.CSV,A,m,2020-02-21 21:11:00,0 days 03:57:00,1.0,NaN,NaN,14220.0,10.0,13741.0,1.0,5683.0,0.41374790650258503,7.0,2.0,0.0,0.2222222222222222,22.22222222222222
0.0,0.0,0.0,0.0,NaN,AMY_5M_FR1_sucrose_CvS.CSV,A,m,2020-02-21 21:10:00,0 days 03:56:00,1.0,NaN,NaN,14160.0,NaN,13346.0,0.0,5656.0,0.42542309138773976,10.0,21.0,0.0,0.6774193548387096,67.74193548387096
0.0,0.0,0.0,0.0,959.0,AMY_6F_FR1_chow_CvS.CSV,A,m,2020-02-21 20:34:00,0 days 03:45:00,1.0,NaN,NaN,13500.0,9.0,13521.0,1.0,5669.0,0.41992724032964585,19.0,17.0,0.0,0.4722222222222222,47.22222222222222
