,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,filename,group,sex,MM:DD:YYYY hh:mm:ss,RelativeTime,Errors,Mouse,MotorTurns,RelativeTime2,Retrieval_Time_filt,count,Retrieval_Time_filt_count,Retrieval_Time_filt_sum,Retrieval_Time_filt_percent,Errors_binned,Successes_binned,NewRT,active_bias,active_bias_percent
44.0,144.0,48.0,144.0,16.0,MAT_FED025_051020_00.CSV,D,u,2020-05-12 09:29:00,1 days 23:49:00,1.0,25.0,2.0,172140.0,4.0,16345.0,1.0,6715.0,0.41107639527047724,2.0,11.0,48.0,0.8461538461538461,84.61538461538461
48.0,145.0,48.0,145.0,120.0,MAT_FED025_051020_00.CSV,D,u,2020-05-12 09:49:00,2 days 00:09:00,0.0,25.0,1.0,173340.0,NaN,16347.0,0.0,6715.0,0.4108038663893307,0.0,1.0,52.0,1.0,100.0
0.0,24.0,15.0,24.0,493.0,OMA_FED000_061719_01.CSV,E,u,2019-06-18 00:41:49,0 days 03:31:51,3.0,NaN,NaN,12711.0,10.0,5176.0,1.0,2714.0,0.5261013002134679,15.0,24.0,4.0,0.6153846153846154,61.53846153846154
4.0,43.0,41.0,42.0,20.0,OMA_FED000_061719_01.CSV,E,u,2019-06-18 04:17:55,0 days 07:07:57,8.0,NaN,NaN,25677.0,7.0,5194.0,1.0,2727.0,0.5251299826689775,26.0,19.0,8.0,0.4222222222222222,42.22222222222222
8.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.0,NaN,NaN
12.0,51.0,45.0,44.0,25.0,OMA_FED000_061719_01.CSV,E,u,2019-06-18 09:26:04,0 days 12:16:06,4.0,NaN,NaN,44166.0,5.0,5196.0,1.0,2728.0,0.5250192455735181,NaN,NaN,16.0,NaN,NaN
0.0,25.0,40.0,25.0,2483.0,OMA_FED001_061719_01.CSV,E,u,2019-06-18 01:42:42,0 days 03:54:42,9.0,NaN,NaN,14082.0,10.0,4857.0,1.0,2579.0,0.5321746327332919,40.0,25.0,4.0,0.38461538461538464,38.46153846153847
4.0,40.0,44.0,40.0,193.0,OMA_FED001_061719_01.CSV,E,u,2019-06-18 05:35:50,0 days 07:47:50,2.0,NaN,NaN,28070.0,5.0,4872.0,1.0,2584.0,0.5308769040757514,4.0,15.0,8.0,0.7894736842105263,78.94736842105263
8.0,49.0,48.0,43.0,114.0,OMA_FED001_061719_01.CSV,E,u,2019-06-18 09:28:01,0 days 11:40:01,2.0,NaN,NaN,42001.0,1.0,4875.0,1.0,2585.0,0.5302688282372255,4.0,9.0,12.0,0.6923076923076923,69.23076923076923
12.0,50.0,49.0,44.0,4544.0,OMA_FED001_061719_01.CSV,E,u,2019-06-18 10:52:57,0 days 13:04:57,1.0,NaN,NaN,47097.0,NaN,4876.0,0.0,2585.0,0.5301476620180475,1.0,1.0,16.0,0.5,50.0
0.0,21.0,23.0,21.0,285.0,OMA_FED002_061719_04.CSV,E,u,2004-01-10 03:58:15,0 days 03:09:29,11.0,NaN,NaN,11369.0,10.0,5126.0,1.0,2696.0,0.5271196397102017,23.0,21.0,4.0,0.4772727272727273,47.72727272727273
4.0,34.0,35.0,34.0,3449.0,OMA_FED002_061719_04.CSV,E,u,2004-01-10 07:27:09,0 days 06:38:23,4.0,NaN,NaN,23903.0,4.0,5139.0,1.0,2700.0,0.5262132137984799,12.0,13.0,8.0,0.52,52.0
8.0,47.0,42.0,47.0,5038.0,OMA_FED002_061719_04.CSV,E,u,2004-01-10 12:39:50,0 days 11:51:04,3.0,NaN,NaN,42664.0,8.0,5152.0,1.0,2710.0,0.5260093167701864,7.0,13.0,12.0,0.65,65.0
0.0,15.0,15.0,15.0,371.0,OMA_FED003_061719_03.CSV,E,u,2019-06-17 20:35:41,0 days 03:30:48,4.0,NaN,NaN,12648.0,10.0,4781.0,1.0,2538.0,0.53125,15.0,15.0,4.0,0.5,50.0
4.0,40.0,44.0,40.0,187.0,OMA_FED003_061719_03.CSV,E,u,2019-06-18 00:39:53,0 days 07:35:00,12.0,NaN,NaN,27300.0,9.0,4806.0,1.0,2553.0,0.5313215400624349,29.0,25.0,8.0,0.46296296296296297,46.2962962962963
8.0,51.0,53.0,51.0,168.0,OMA_FED003_061719_03.CSV,E,u,2019-06-18 04:27:10,0 days 11:22:17,6.0,NaN,NaN,40937.0,10.0,4817.0,1.0,2561.0,0.531685019738209,9.0,11.0,12.0,0.55,55.00000000000001
12.0,58.0,58.0,58.0,176.0,OMA_FED003_061719_03.CSV,E,u,2019-06-18 05:29:12,0 days 12:24:19,5.0,NaN,NaN,44659.0,4.0,4824.0,1.0,2565.0,0.5317559153175592,5.0,7.0,16.0,0.5833333333333334,58.333333333333336
16.0,66.0,60.0,66.0,53.0,OMA_FED003_061719_03.CSV,E,u,2019-06-18 09:23:18,0 days 16:18:25,2.0,NaN,NaN,58705.0,8.0,4832.0,1.0,2572.0,0.5322847682119205,2.0,8.0,20.0,0.8,80.0
0.0,30.0,38.0,30.0,137.0,OMA_FED004_061719_02.CSV,E,u,2019-06-18 03:27:38,0 days 03:56:16,7.0,NaN,NaN,14176.0,8.0,4906.0,1.0,2600.0,0.5303030303030303,38.0,30.0,4.0,0.4411764705882353,44.11764705882353
4.0,37.0,45.0,37.0,1319.0,OMA_FED004_061719_02.CSV,E,u,2019-06-18 06:40:34,0 days 07:09:12,2.0,NaN,NaN,25752.0,9.0,4913.0,1.0,2605.0,0.530225931202931,7.0,7.0,8.0,0.5,50.0
8.0,51.0,50.0,51.0,6516.0,OMA_FED004_061719_02.CSV,E,u,2019-06-18 10:43:52,0 days 11:12:30,2.0,NaN,NaN,40350.0,10.0,4927.0,1.0,2614.0,0.5306536743808363,5.0,14.0,12.0,0.7368421052631579,73.68421052631578
0.0,1.0,1.0,1.0,27.0,OMA_FED005_061719_02.CSV,E,u,2019-06-17 17:09:55,0 days 00:00:00,NaN,NaN,NaN,0.0,NaN,4998.0,0.0,2648.0,0.529811924769908,1.0,1.0,4.0,0.5,50.0
4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0,NaN,NaN
8.0,26.0,15.0,26.0,411.0,OMA_FED005_061719_02.CSV,E,u,2019-06-18 04:28:55,0 days 11:19:00,4.0,NaN,NaN,40740.0,7.0,5023.0,1.0,2652.0,0.5297059411882377,NaN,NaN,12.0,NaN,NaN
12.0,47.0,31.0,47.0,45.0,OMA_FED005_061719_02.CSV,E,u,2019-06-18 09:04:48,0 days 15:54:53,5.0,NaN,NaN,57293.0,10.0,5044.0,1.0,2667.0,0.528968253968254,16.0,21.0,16.0,0.5675675675675675,56.75675675675676
16.0,48.0,31.0,48.0,2.0,OMA_FED005_061719_02.CSV,E,u,2019-06-18 11:38:08,0 days 18:28:13,0.0,NaN,NaN,66493.0,2.0,5045.0,1.0,2668.0,0.528840436075322,0.0,1.0,20.0,1.0,100.0
0.0,10.0,19.0,10.0,69.0,OMA_FED006_061719_01.CSV,E,u,2019-06-17 19:44:59,0 days 03:43:51,8.0,NaN,NaN,13431.0,9.0,4937.0,1.0,2617.0,0.5304383116883117,19.0,10.0,4.0,0.3448275862068966,34.48275862068966
4.0,30.0,31.0,30.0,288.0,OMA_FED006_061719_01.CSV,E,u,2019-06-17 23:01:14,0 days 07:00:06,4.0,NaN,NaN,25206.0,8.0,4957.0,1.0,2631.0,0.5308716707021792,12.0,20.0,8.0,0.625,62.5
8.0,50.0,35.0,50.0,516.0,OMA_FED006_061719_01.CSV,E,u,2019-06-18 03:39:18,0 days 11:38:10,2.0,NaN,NaN,41890.0,9.0,4977.0,1.0,2640.0,0.5309288736651219,4.0,20.0,12.0,0.8333333333333334,83.33333333333334
12.0,61.0,39.0,61.0,2689.0,OMA_FED006_061719_01.CSV,E,u,2019-06-18 07:12:43,0 days 15:11:35,2.0,NaN,NaN,54695.0,3.0,4988.0,1.0,2645.0,0.5305917753259779,4.0,11.0,16.0,0.7333333333333333,73.33333333333333
16.0,70.0,39.0,70.0,3240.0,OMA_FED006_061719_01.CSV,E,u,2019-06-18 10:11:52,0 days 18:10:44,0.0,NaN,NaN,65444.0,9.0,4997.0,1.0,2648.0,0.5301663660052115,0.0,9.0,20.0,1.0,100.0
0.0,17.0,7.0,17.0,3578.0,OMA_FED007_061719_04.CSV,E,u,2054-05-09 04:49:00,0 days 03:51:00,4.0,NaN,NaN,13860.0,2.0,5062.0,1.0,2669.0,0.5289338089575901,7.0,17.0,4.0,0.7083333333333334,70.83333333333334
4.0,44.0,30.0,44.0,440.0,OMA_FED007_061719_04.CSV,E,u,2054-05-09 08:55:00,0 days 07:57:00,7.0,NaN,NaN,28620.0,9.0,5089.0,1.0,2679.0,0.5272189349112426,23.0,27.0,8.0,0.54,54.0
8.0,52.0,32.0,52.0,96.0,OMA_FED007_061719_04.CSV,E,u,2054-05-09 10:49:00,0 days 09:51:00,1.0,NaN,NaN,35460.0,10.0,5097.0,1.0,2683.0,0.5264191710862306,2.0,8.0,12.0,0.8,80.0
12.0,60.0,33.0,60.0,7.0,OMA_FED007_061719_04.CSV,E,u,2054-05-09 15:30:00,0 days 14:32:00,1.0,NaN,NaN,52320.0,7.0,5105.0,1.0,2691.0,0.5271302644466209,1.0,8.0,16.0,0.8888888888888888,88.88888888888889
0.0,12.0,9.0,12.0,124.0,SNK_FED000_030620_01.CSV,F,m,2020-03-06 20:57:22,0 days 03:58:00,1.0,NaN,NaN,14280.0,6.0,3203.0,1.0,1986.0,0.6231472721538946,9.0,12.0,4.0,0.5714285714285714,57.14285714285714
4.0,32.0,14.0,32.0,6.0,SNK_FED000_030620_01.CSV,F,m,2020-03-07 00:20:25,0 days 07:21:03,1.0,NaN,NaN,26463.0,6.0,3248.0,1.0,2006.0,0.6198501872659176,5.0,20.0,8.0,0.8,80.0
8.0,42.0,15.0,42.0,5.0,SNK_FED000_030620_01.CSV,F,m,2020-03-07 03:41:16,0 days 10:41:54,1.0,NaN,NaN,38514.0,5.0,3269.0,1.0,2015.0,0.6174207448445675,1.0,10.0,12.0,0.9090909090909091,90.9090909090909
12.0,50.0,18.0,50.0,7.0,SNK_FED000_030620_01.CSV,F,m,2020-03-07 06:42:13,0 days 13:42:51,1.0,NaN,NaN,49371.0,7.0,3288.0,1.0,2023.0,0.6163252827881381,3.0,8.0,16.0,0.7272727272727273,72.72727272727273
16.0,53.0,19.0,53.0,11.0,SNK_FED000_030620_01.CSV,F,m,2020-03-07 09:17:12,0 days 16:17:50,1.0,NaN,NaN,58670.0,4.0,3295.0,1.0,2025.0,0.6150805716023108,1.0,3.0,20.0,0.75,75.0
20.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.0,NaN,NaN
24.0,56.0,22.0,56.0,11.0,SNK_FED000_030620_01.CSV,F,m,2020-03-07 20:45:04,1 days 03:45:42,1.0,NaN,NaN,99942.0,8.0,3304.0,1.0,2027.0,0.6143810679611651,NaN,NaN,28.0,NaN,NaN
28.0,64.0,28.0,64.0,12.0,SNK_FED000_030620_01.CSV,F,m,2020-03-08 00:05:34,1 days 07:06:12,1.0,NaN,NaN,111972.0,5.0,3326.0,1.0,2033.0,0.6134301270417423,6.0,8.0,32.0,0.5714285714285714,57.14285714285714
32.0,71.0,30.0,70.0,7.0,SNK_FED000_030620_01.CSV,F,m,2020-03-08 04:41:23,1 days 11:42:01,1.0,NaN,NaN,128521.0,7.0,3341.0,1.0,2039.0,0.6111778846153846,2.0,7.0,36.0,0.7777777777777778,77.77777777777779
36.0,73.0,30.0,73.0,5396.0,SNK_FED000_030620_01.CSV,F,m,2020-03-08 06:17:55,1 days 13:18:33,0.0,NaN,NaN,134313.0,5.0,3346.0,1.0,2041.0,0.6101137043686415,0.0,2.0,40.0,1.0,100.0
40.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.0,NaN,NaN
44.0,75.0,30.0,75.0,6.0,SNK_FED000_030620_01.CSV,F,m,2020-03-08 16:27:53,1 days 23:28:31,0.0,NaN,NaN,170911.0,6.0,3350.0,1.0,2043.0,0.6099163679808841,NaN,NaN,48.0,NaN,NaN
48.0,83.0,32.0,83.0,80.0,SNK_FED000_030620_01.CSV,F,m,2020-03-08 20:59:14,2 days 03:59:52,1.0,NaN,NaN,187192.0,9.0,3368.0,1.0,2049.0,0.6097852028639618,2.0,8.0,52.0,0.8,80.0
52.0,88.0,32.0,88.0,9.0,SNK_FED000_030620_01.CSV,F,m,2020-03-08 23:34:42,2 days 06:35:20,0.0,NaN,NaN,196520.0,9.0,3378.0,1.0,2054.0,0.6083086053412463,0.0,5.0,56.0,1.0,100.0
56.0,92.0,32.0,92.0,3.0,SNK_FED000_030620_01.CSV,F,m,2020-03-09 04:59:13,2 days 11:59:51,0.0,NaN,NaN,215991.0,3.0,3386.0,1.0,2058.0,0.6079881656804734,0.0,4.0,60.0,1.0,100.0
60.0,97.0,35.0,97.0,8.0,SNK_FED000_030620_01.CSV,F,m,2020-03-09 06:44:17,2 days 13:44:55,1.0,NaN,NaN,222295.0,8.0,3399.0,1.0,2063.0,0.6077331759149941,3.0,5.0,64.0,0.625,62.5
64.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68.0,NaN,NaN
68.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.0,NaN,NaN
72.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76.0,NaN,NaN
76.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80.0,NaN,NaN
80.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.0,NaN,NaN
84.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88.0,NaN,NaN
88.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92.0,NaN,NaN
92.0,98.0,35.0,98.0,67.0,SNK_FED000_030620_01.CSV,F,m,2020-03-10 14:22:00,3 days 21:22:38,0.0,NaN,NaN,336158.0,NaN,3401.0,0.0,2063.0,0.606764705882353,NaN,NaN,96.0,NaN,NaN
0.0,12.0,6.0,12.0,179.0,SNK_FED000_031020_00.CSV,F,m,2020-03-10 20:34:23,0 days 03:33:01,1.0,NaN,NaN,12781.0,6.0,3090.0,1.0,1944.0,0.6314929761515844,6.0,12.0,4.0,0.6666666666666666,66.66666666666666
4.0,25.0,10.0,25.0,301.0,SNK_FED000_031020_00.CSV,F,m,2020-03-11 00:52:33,0 days 07:51:11,1.0,NaN,NaN,28271.0,7.0,3120.0,1.0,1956.0,0.6290426908150065,4.0,13.0,8.0,0.7647058823529411,76.47058823529412
8.0,37.0,17.0,37.0,8.0,SNK_FED000_031020_00.CSV,F,m,2020-03-11 04:49:13,0 days 11:47:51,1.0,NaN,NaN,42471.0,8.0,3151.0,1.0,1968.0,0.6268417680973735,7.0,12.0,12.0,0.631578947368421,63.1578947368421
12.0,46.0,18.0,46.0,65.0,SNK_FED000_031020_00.CSV,F,m,2020-03-11 08:35:04,0 days 15:33:42,1.0,NaN,NaN,56022.0,7.0,3170.0,1.0,1976.0,0.6244846178242943,1.0,9.0,16.0,0.9,90.0
0.0,11.0,1.0,11.0,6.0,SNK_FED000_031120_01.CSV,F,m,2020-03-11 19:44:28,0 days 02:58:09,1.0,NaN,NaN,10689.0,6.0,4706.0,1.0,2508.0,0.5331910352187833,1.0,11.0,4.0,0.9166666666666666,91.66666666666666
4.0,24.0,4.0,24.0,58.0,SNK_FED000_031120_01.CSV,F,m,2020-03-12 00:28:03,0 days 07:41:44,1.0,NaN,NaN,27704.0,7.0,4735.0,1.0,2520.0,0.5329226847918437,3.0,13.0,8.0,0.8125,81.25
8.0,28.0,6.0,28.0,8.0,SNK_FED000_031120_01.CSV,F,m,2020-03-12 04:19:24,0 days 11:33:05,1.0,NaN,NaN,41585.0,8.0,4745.0,1.0,2524.0,0.5320945945945946,2.0,4.0,12.0,0.6666666666666666,66.66666666666666
12.0,35.0,11.0,35.0,9.0,SNK_FED000_031120_01.CSV,F,m,2020-03-12 07:34:26,0 days 14:48:07,1.0,NaN,NaN,53287.0,9.0,4764.0,1.0,2531.0,0.5319148936170213,5.0,7.0,16.0,0.5833333333333334,58.333333333333336
16.0,36.0,11.0,36.0,15.0,SNK_FED000_031120_01.CSV,F,m,2020-03-12 09:11:18,0 days 16:24:59,0.0,NaN,NaN,59099.0,NaN,4766.0,0.0,2531.0,0.5311647429171039,0.0,1.0,20.0,1.0,100.0
0.0,30.0,6.0,30.0,5.0,SNK_FED000_031120_05.CSV,F,f,2020-03-11 20:32:14,0 days 03:43:52,1.0,NaN,NaN,13432.0,5.0,2581.0,1.0,1754.0,0.685214626391097,6.0,30.0,4.0,0.8333333333333334,83.33333333333334
4.0,51.0,15.0,51.0,698.0,SNK_FED000_031120_05.CSV,F,f,2020-03-12 00:37:52,0 days 07:49:30,1.0,NaN,NaN,28170.0,6.0,2632.0,1.0,1774.0,0.6794425087108014,9.0,21.0,8.0,0.7,70.0
8.0,63.0,19.0,63.0,3.0,SNK_FED000_031120_05.CSV,F,f,2020-03-12 04:47:10,0 days 11:58:48,1.0,NaN,NaN,43128.0,3.0,2660.0,1.0,1786.0,0.6738800303720577,4.0,12.0,12.0,0.75,75.0
12.0,77.0,20.0,77.0,760.0,SNK_FED000_031120_05.CSV,F,f,2020-03-12 07:57:32,0 days 15:09:10,1.0,NaN,NaN,54550.0,5.0,2689.0,1.0,1796.0,0.6712997746055598,1.0,14.0,16.0,0.9333333333333333,93.33333333333333
16.0,80.0,20.0,80.0,4201.0,SNK_FED000_031120_05.CSV,F,f,2020-03-12 10:33:22,0 days 17:45:00,0.0,NaN,NaN,63900.0,4.0,2695.0,1.0,1798.0,0.6677814938684504,0.0,3.0,20.0,1.0,100.0
0.0,17.0,5.0,16.0,187.0,SNK_FED001_030620_01.CSV,F,m,2020-03-06 21:01:57,0 days 03:59:49,1.0,NaN,NaN,14389.0,8.0,3546.0,1.0,2106.0,0.5981761185522941,5.0,17.0,4.0,0.7727272727272727,77.27272727272727
4.0,40.0,9.0,39.0,181.0,SNK_FED001_030620_01.CSV,F,m,2020-03-07 01:00:30,0 days 07:58:22,1.0,NaN,NaN,28702.0,6.0,3596.0,1.0,2120.0,0.5940231181279955,4.0,23.0,8.0,0.8518518518518519,85.18518518518519
8.0,55.0,13.0,55.0,276.0,SNK_FED001_030620_01.CSV,F,m,2020-03-07 04:16:51,0 days 11:14:43,1.0,NaN,NaN,40483.0,9.0,3631.0,1.0,2134.0,0.5893800389213233,4.0,15.0,12.0,0.7894736842105263,78.94736842105263
12.0,65.0,13.0,65.0,260.0,SNK_FED001_030620_01.CSV,F,m,2020-03-07 06:35:45,0 days 13:33:37,0.0,NaN,NaN,48817.0,5.0,3651.0,1.0,2140.0,0.5876685934489403,0.0,10.0,16.0,1.0,100.0
16.0,65.0,14.0,65.0,NaN,SNK_FED001_030620_01.CSV,F,m,2020-03-07 09:16:12,0 days 16:14:04,1.0,NaN,NaN,58444.0,NaN,3652.0,0.0,2140.0,0.5859802847754655,1.0,0.0,20.0,0.0,0.0
20.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.0,NaN,NaN
24.0,73.0,15.0,73.0,14.0,SNK_FED001_030620_01.CSV,F,m,2020-03-07 21:00:02,1 days 03:57:54,1.0,NaN,NaN,100674.0,6.0,3669.0,1.0,2146.0,0.5859332238642584,NaN,NaN,28.0,NaN,NaN
28.0,86.0,19.0,86.0,10.0,SNK_FED001_030620_01.CSV,F,m,2020-03-08 00:53:25,1 days 07:51:17,1.0,NaN,NaN,114677.0,10.0,3699.0,1.0,2159.0,0.5848542631435576,4.0,13.0,32.0,0.7647058823529411,76.47058823529412
32.0,94.0,21.0,94.0,101.0,SNK_FED001_030620_01.CSV,F,m,2020-03-08 04:45:17,1 days 11:43:09,1.0,NaN,NaN,128589.0,9.0,3717.0,1.0,2164.0,0.5835135135135135,2.0,8.0,36.0,0.8,80.0
36.0,96.0,21.0,96.0,7.0,SNK_FED001_030620_01.CSV,F,m,2020-03-08 06:14:54,1 days 13:12:46,0.0,NaN,NaN,133966.0,7.0,3721.0,1.0,2166.0,0.5821457381016403,0.0,2.0,40.0,1.0,100.0
40.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.0,NaN,NaN
44.0,97.0,22.0,97.0,10.0,SNK_FED001_030620_01.CSV,F,m,2020-03-08 16:31:19,1 days 23:29:11,1.0,NaN,NaN,170951.0,10.0,3724.0,1.0,2167.0,0.5820574805264571,NaN,NaN,48.0,NaN,NaN
48.0,105.0,24.0,105.0,110.0,SNK_FED001_030620_01.CSV,F,m,2020-03-08 20:35:40,2 days 03:33:32,1.0,NaN,NaN,185612.0,9.0,3742.0,1.0,2173.0,0.581857219538379,2.0,8.0,52.0,0.8,80.0
52.0,116.0,27.0,116.0,6.0,SNK_FED001_030620_01.CSV,F,m,2020-03-09 00:35:57,2 days 07:33:49,1.0,NaN,NaN,200029.0,6.0,3767.0,1.0,2184.0,0.5806623931623932,3.0,11.0,56.0,0.7857142857142857,78.57142857142857
56.0,125.0,28.0,125.0,7.0,SNK_FED001_030620_01.CSV,F,m,2020-03-09 04:55:24,2 days 11:53:16,1.0,NaN,NaN,215596.0,7.0,3786.0,1.0,2193.0,0.579729371185991,1.0,9.0,60.0,0.9,90.0
60.0,128.0,28.0,128.0,6.0,SNK_FED001_030620_01.CSV,F,m,2020-03-09 06:25:04,2 days 13:22:56,0.0,NaN,NaN,220976.0,6.0,3792.0,1.0,2196.0,0.5791974656810982,0.0,3.0,64.0,1.0,100.0
64.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68.0,NaN,NaN
68.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.0,NaN,NaN
72.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76.0,NaN,NaN
76.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80.0,NaN,NaN
80.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.0,NaN,NaN
84.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88.0,NaN,NaN
88.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92.0,NaN,NaN
92.0,137.0,31.0,137.0,161.0,SNK_FED001_030620_01.CSV,F,m,2020-03-10 15:51:49,3 days 22:49:41,1.0,NaN,NaN,341381.0,5.0,3813.0,1.0,2201.0,0.5790722192936215,NaN,NaN,96.0,NaN,NaN
0.0,20.0,10.0,20.0,111.0,SNK_FED001_031020_03.CSV,F,m,2020-03-10 20:25:06,0 days 03:22:50,1.0,NaN,NaN,12170.0,9.0,2745.0,1.0,1815.0,0.6669139465875371,10.0,20.0,4.0,0.6666666666666666,66.66666666666666
4.0,39.0,21.0,38.0,103.0,SNK_FED001_031020_03.CSV,F,m,2020-03-11 00:16:59,0 days 07:14:43,1.0,NaN,NaN,26083.0,9.0,2793.0,1.0,1828.0,0.6610848198034219,11.0,19.0,8.0,0.6333333333333333,63.33333333333333
8.0,49.0,27.0,49.0,6.0,SNK_FED001_031020_03.CSV,F,m,2020-03-11 04:20:59,0 days 11:18:43,1.0,NaN,NaN,40723.0,6.0,2820.0,1.0,1839.0,0.6546170365068003,6.0,10.0,12.0,0.625,62.5
12.0,59.0,31.0,59.0,12.0,SNK_FED001_031020_03.CSV,F,m,2020-03-11 08:31:19,0 days 15:29:03,1.0,NaN,NaN,55743.0,6.0,2844.0,1.0,1847.0,0.651896490606168,4.0,10.0,16.0,0.7142857142857143,71.42857142857143
0.0,11.0,3.0,11.0,8.0,SNK_FED001_031120_01.CSV,F,m,2020-03-11 20:41:07,0 days 03:53:22,1.0,NaN,NaN,14002.0,8.0,3426.0,1.0,2074.0,0.6065236555980018,3.0,11.0,4.0,0.7857142857142857,78.57142857142857
4.0,25.0,16.0,25.0,206.0,SNK_FED001_031120_01.CSV,F,m,2020-03-12 00:30:22,0 days 07:42:37,1.0,NaN,NaN,27757.0,5.0,3467.0,1.0,2086.0,0.6051940472716661,13.0,14.0,8.0,0.5185185185185185,51.85185185185185
8.0,32.0,19.0,32.0,35.0,SNK_FED001_031120_01.CSV,F,m,2020-03-12 03:58:03,0 days 11:10:18,1.0,NaN,NaN,40218.0,6.0,3484.0,1.0,2092.0,0.6014994232987313,3.0,7.0,12.0,0.7,70.0
12.0,40.0,25.0,40.0,63.0,SNK_FED001_031120_01.CSV,F,m,2020-03-12 08:08:39,0 days 15:20:54,1.0,NaN,NaN,55254.0,7.0,3506.0,1.0,2099.0,0.6004016064257028,6.0,8.0,16.0,0.5714285714285714,57.14285714285714
16.0,41.0,25.0,41.0,4418.0,SNK_FED001_031120_01.CSV,F,m,2020-03-12 10:27:33,0 days 17:39:48,0.0,NaN,NaN,63588.0,NaN,3508.0,0.0,2099.0,0.598517251211862,0.0,1.0,20.0,1.0,100.0
0.0,16.0,16.0,16.0,11.0,SNK_FED002_030620_02.CSV,F,f,2020-03-06 21:20:38,0 days 03:59:29,1.0,NaN,NaN,14369.0,9.0,4252.0,1.0,2341.0,0.5531510107015458,16.0,16.0,4.0,0.5,50.0
4.0,48.0,34.0,48.0,6.0,SNK_FED002_030620_02.CSV,F,f,2020-03-07 00:54:24,0 days 07:33:15,1.0,NaN,NaN,27195.0,6.0,4334.0,1.0,2373.0,0.5505406676069582,18.0,32.0,8.0,0.64,64.0
8.0,57.0,42.0,57.0,11.0,SNK_FED002_030620_02.CSV,F,f,2020-03-07 02:49:13,0 days 09:28:04,1.0,NaN,NaN,34084.0,2.0,4360.0,1.0,2381.0,0.5474048442906574,8.0,9.0,12.0,0.5294117647058824,52.94117647058824
